Census_yr,Block_ID,the_geom,CLUE_area,Estabs,Employment,Floor_sqm
2016,733,"MULTIPOLYGON (((144.95911178517804 -37.826781264916534, 144.95810174865989 -37.82764075496906, 144.95785966673276 -37.827114706557005, 144.95887063707855 -37.8262563683321, 144.95911178517804 -37.826781264916534)))",Southbank,6,120,6776
2016,730,"MULTIPOLYGON (((144.95810174865989 -37.82764075496906, 144.95708732580425 -37.82850666001585, 144.95678647764564 -37.82846937193687, 144.9564870209311 -37.82842560167528, 144.95618917749695 -37.82837538283213, 144.95583174983213 -37.8283058889671, 144.95570620802053 -37.82828038408916, 144.95764030507615 -37.82663802424467, 144.95785966673276 -37.827114706557005, 144.95810174865989 -37.82764075496906)))",Southbank,11,81,55466
2016,729,"MULTIPOLYGON (((144.95764030507615 -37.82663802424467, 144.95570620802053 -37.82828038408916, 144.95557947786102 -37.82825405639869, 144.95527644845006 -37.82818871904734, 144.9549745218884 -37.82812024597228, 144.95496696200067 -37.828118554726466, 144.9550415074562 -37.82791864470246, 144.9551246225732 -37.827720871452094, 144.95521620997832 -37.82752546757049, 144.9553161644772 -37.827332661009535, 144.95542436735204 -37.8271426758803, 144.95554069310074 -37.826955735273565, 144.95566500613 -37.82677205759792, 144.95579715961986 -37.82659185656014, 144.95698345581772 -37.82561038015401, 144.95714578218008 -37.82556338445662, 144.95764030507615 -37.82663802424467)))",Southbank,9,160,147436
2016,804,"MULTIPOLYGON (((144.95219395781817 -37.82364740164818, 144.95327938496447 -37.82366124960538, 144.95354105131585 -37.82366458687985, 144.9559968737463 -37.82310275616476, 144.9569335063396 -37.82510654955506, 144.95676794664232 -37.82515448195349, 144.95547043276366 -37.82619494521147, 144.95298588432166 -37.827675382615936, 144.9528873100397 -37.82765333011326, 144.95256061090348 -37.8275858809461, 144.95178469666575 -37.827452302750665, 144.95100784463528 -37.82731753162019, 144.95045196754293 -37.82722784274721, 144.95035374982228 -37.827212539616674, 144.95005213393068 -37.82716554695175, 144.94990070056272 -37.82714195247711, 144.9491426551502 -37.82702384113303, 144.94852376262233 -37.82692740775155, 144.948134296767 -37.82688240028224, 144.948129089623 -37.82691238975315, 144.9474355083758 -37.82683650689434, 144.94724704959413 -37.82699769405229, 144.94689663709525 -37.82689147632322, 144.94709684257322 -37.82654135839601, 144.9479490737121 -37.825711838818485, 144.94816969931412 -37.82523575750261, 144.9481785426935 -37.824969192563444, 144.94819348254038 -37.82451885955343, 144.9480798312627 -37.82441464448699, 144.9478414296166 -37.8240634677236, 144.9477557967352 -37.8238999929806, 144.94758197944893 -37.823340119658816, 144.94792303695831 -37.82336946617084, 144.9480895887926 -37.823383796692774, 144.95097236824898 -37.82363180399277, 144.95219395781817 -37.82364740164818)))",Southbank,215,3797,438893
2016,806,"MULTIPOLYGON (((144.95860736002683 -37.824199746433386, 144.9589396341505 -37.824594015787326, 144.95911740512022 -37.824754387435924, 144.9597769312805 -37.82534935604543, 144.95882296269377 -37.82615259443919, 144.95887063707855 -37.8262563683321, 144.95785966673276 -37.827114706557005, 144.95764030507615 -37.82663802424467, 144.95714578218008 -37.82556338445662, 144.95706558847954 -37.82538911185592, 144.95723218040493 -37.825340880641626, 144.95845116848145 -37.82432917280881, 144.95860736002683 -37.824199746433386)))",Southbank,27,756,166492
2016,814,"MULTIPOLYGON (((144.96598517752767 -37.823276650428355, 144.96604812127086 -37.82305862070224, 144.96675804658722 -37.82273932223292, 144.96771103783183 -37.82231068870686, 144.96734021215823 -37.82353632909383, 144.96605979728332 -37.823290950676885, 144.96598517752767 -37.823276650428355)))",Southbank,2,906,20691
2016,851,"MULTIPOLYGON (((144.97496421217505 -37.82218967522873, 144.97482743770766 -37.822148635236466, 144.97468787905788 -37.82211398880323, 144.9745460123613 -37.82208585495438, 144.97440231895752 -37.8220643284751, 144.9742572886988 -37.82204948357223, 144.97411141439622 -37.82204136927286, 144.97396519053694 -37.82204001480946, 144.97381911686395 -37.82204542337322, 144.97367368914462 -37.822057577362365, 144.97339269153267 -37.82209229904914, 144.97291658523113 -37.822178706757775, 144.97229582815612 -37.82233889158672, 144.97219261943704 -37.822375620440994, 144.9720926454209 -37.82241760560329, 144.9719963325297 -37.82246466608071, 144.97190408832853 -37.82251660433544, 144.97181630626508 -37.82257319915686, 144.97173335759814 -37.822634210028156, 144.9716555959395 -37.822699377204316, 144.97158335150274 -37.822768424316415, 144.97140595909025 -37.82291020864683, 144.97133224003807 -37.82295306004524, 144.97125427757848 -37.82299089352725, 144.97117261408815 -37.823023443571934, 144.97108781579462 -37.823050486524714, 144.97012997308397 -37.82332680842492, 144.96893594770694 -37.820722394998135, 144.96926985499402 -37.820654290520714, 144.97076725683834 -37.8209304034557, 144.97380082427765 -37.82166096235558, 144.9747199141821 -37.822042791792434, 144.97496421217505 -37.82218967522873)))",Melbourne (Remainder),1,0,48550
2016,801,"MULTIPOLYGON (((144.96475635062856 -37.81974299159314, 144.96479210925236 -37.819852349114555, 144.96481575448396 -37.81987026315751, 144.96484272681428 -37.81988492288507, 144.96487232448 -37.819895944881026, 144.96490377380346 -37.819903040912365, 144.96493278164832 -37.81990608901229, 144.9649620393695 -37.8199057061436, 144.96501261793784 -37.8201094511106, 144.96513053467217 -37.82028638375794, 144.96520743937722 -37.82039056577689, 144.96519635141584 -37.82039367516092, 144.96527312904647 -37.820570869965145, 144.96546528141596 -37.821014332569526, 144.9658180544011 -37.821828477463654, 144.96401042247618 -37.822619532884744, 144.96298792684885 -37.82168314177209, 144.96268976090704 -37.82139291332865, 144.96261573149505 -37.82130370021303, 144.96275014297026 -37.82121565167767, 144.9624797748037 -37.820952629832824, 144.96240813548474 -37.820847295378734, 144.96232167066677 -37.82072016172147, 144.9623823007852 -37.820668676107644, 144.96239681740482 -37.820665363183494, 144.9624579194156 -37.82061373429821, 144.96308028179104 -37.82008784857754, 144.96475635062856 -37.81974299159314)))",Southbank,61,2780,306206
2016,810,"MULTIPOLYGON (((144.96104419765715 -37.82513928771338, 144.9626018514347 -37.82381212204859, 144.9636950667128 -37.824616139625654, 144.9621344151236 -37.82594364264248, 144.96104419765715 -37.82513928771338)))",Southbank,4,14,251934
2016,736,"MULTIPOLYGON (((144.96529969481364 -37.82581568410798, 144.96533886769438 -37.825842099530334, 144.96652660840044 -37.8262252684847, 144.96589169564749 -37.82832349158169, 144.96461517607653 -37.82808012767483, 144.96439351799327 -37.82817315001967, 144.96431603608525 -37.82819564819303, 144.96439667941445 -37.82794789942775, 144.9644087214377 -37.82787104913024, 144.96441259771714 -37.8277936674386, 144.96440828187147 -37.82771630181171, 144.96439580447367 -37.82763949438327, 144.96437525290145 -37.82756378736626, 144.96434677274436 -37.82748971316451, 144.96431056326063 -37.82741779429417, 144.9636238492779 -37.827614018656575, 144.96302039429457 -37.827715613453485, 144.96281513372216 -37.8278204010804, 144.96271007711664 -37.82797281461846, 144.9625058929259 -37.82809811300844, 144.9611602048594 -37.82671845837542, 144.9621344151236 -37.82594364264248, 144.9636950667128 -37.824616139625654, 144.96448840389266 -37.82520260671527, 144.96484954226824 -37.825512129263174, 144.96529969481364 -37.82581568410798)))",Southbank,4,63,39975
2016,735,"MULTIPOLYGON (((144.96026535017856 -37.8258067258962, 144.9611602048594 -37.82671845837542, 144.9625058929259 -37.82809811300844, 144.96296397341317 -37.82856774169041, 144.96276561632263 -37.8286907333913, 144.96257228582576 -37.828563724288074, 144.9623258414243 -37.828484745570094, 144.96218966103947 -37.82837463428638, 144.96223396871653 -37.82833355968749, 144.96215829918705 -37.82828631441679, 144.96207800221916 -37.82824414641659, 144.96199361875063 -37.828207339899215, 144.96190571687524 -37.82817614169889, 144.96181488609062 -37.82815076387584, 144.96172173981796 -37.82813137474852, 144.96162690271248 -37.828118105883455, 144.9615392797491 -37.82811290569624, 144.96145141178795 -37.82811301632441, 144.96136381006167 -37.82811843850901, 144.96127698447384 -37.82812913872493, 144.96115044136687 -37.82814993722192, 144.9601259240308 -37.8259211258598, 144.96026535017856 -37.8258067258962)))",Southbank,8,48,8267
2016,809,"MULTIPOLYGON (((144.9611602048594 -37.82671845837542, 144.96026535017856 -37.8258067258962, 144.9602632846976 -37.82580462191833, 144.96104419765715 -37.82513928771338, 144.9621344151236 -37.82594364264248, 144.9611602048594 -37.82671845837542)))",Southbank,3,32,9446
2016,808,"MULTIPOLYGON (((144.9626018514347 -37.82381212204859, 144.96104419765715 -37.82513928771338, 144.9602632846976 -37.82580462191833, 144.96005052258582 -37.82559616375085, 144.9608172272971 -37.823262666444, 144.96099623124556 -37.82326080562203, 144.96115564671118 -37.823279836086826, 144.96131360459765 -37.82330539173425, 144.96146968193602 -37.823337403967415, 144.96162345960786 -37.82337578803703, 144.96177452244356 -37.8234204394384, 144.96192246704712 -37.82347123855255, 144.9620668961672 -37.823528048746304, 144.9622074197583 -37.823590719094014, 144.9623436619421 -37.823659079090824, 144.96247525740245 -37.823732945799485, 144.9626018514347 -37.82381212204859)))",Southbank,33,877,129474
2016,737,"MULTIPOLYGON (((144.96529969481364 -37.82581568410798, 144.96484954226824 -37.825512129263174, 144.96448840389266 -37.82520260671527, 144.9636950667128 -37.824616139625654, 144.96480629379712 -37.823670879299605, 144.96510120188756 -37.82332671731314, 144.96515898675216 -37.82312656655853, 144.96598517752767 -37.823276650428355, 144.96605979728332 -37.823290950676885, 144.96529969481364 -37.82581568410798)))",Southbank,6,254,33671
2016,813,"MULTIPOLYGON (((144.96721586048346 -37.821216736000466, 144.96802402732135 -37.82086303264161, 144.96804898725517 -37.82095243015771, 144.9677533012612 -37.821967174602136, 144.96771103783183 -37.82231068870686, 144.96675804658722 -37.82273932223292, 144.96721586048346 -37.821216736000466)))",Southbank,5,318,29522
2016,753,"MULTIPOLYGON (((144.96721586048346 -37.821216736000466, 144.9658180544011 -37.821828477463654, 144.96546528141596 -37.821014332569526, 144.96527312904647 -37.820570869965145, 144.96519635141584 -37.82039367516092, 144.96520743937722 -37.82039056577689, 144.96513053467217 -37.82028638375794, 144.96501261793784 -37.8201094511106, 144.9649620393695 -37.8199057061436, 144.96493278164832 -37.81990608901229, 144.96490377380346 -37.819903040912365, 144.96487232448 -37.819895944881026, 144.96484272681428 -37.81988492288507, 144.96481575448396 -37.81987026315751, 144.96479210925236 -37.819852349114555, 144.96475635062856 -37.81974299159314, 144.96490147756643 -37.81971312989022, 144.9662335402619 -37.81943903131793, 144.96668258327344 -37.819390275853856, 144.96718934020623 -37.81994324150846, 144.967272430313 -37.82001034559445, 144.9672089583989 -37.820063485235046, 144.96797180496145 -37.82067599084818, 144.96802402732135 -37.82086303264161, 144.96721586048346 -37.821216736000466)))",Southbank,98,5345,253335
2016,812,"MULTIPOLYGON (((144.96675804658722 -37.82273932223292, 144.96604812127086 -37.82305862070224, 144.96598517752767 -37.823276650428355, 144.96515898675216 -37.82312656655853, 144.9650023220914 -37.823098105993544, 144.96417705735897 -37.82277213276273, 144.96401042247618 -37.822619532884744, 144.9658180544011 -37.821828477463654, 144.96721586048346 -37.821216736000466, 144.96675804658722 -37.82273932223292)))",Southbank,52,871,174334
2016,651,"MULTIPOLYGON (((144.97545777361785 -37.81071323487291, 144.97812602088527 -37.81100543200368, 144.9779367761459 -37.812126568987004, 144.97538869729726 -37.81185196519751, 144.9750948466625 -37.8118225814589, 144.97466108685543 -37.811886900314256, 144.9753541283169 -37.810701861589806, 144.97545777361785 -37.81071323487291)))",East Melbourne,16,2851,110472
2016,650,"MULTIPOLYGON (((144.9765586482479 -37.809643886383846, 144.97832150666272 -37.80983610655556, 144.97812602088527 -37.81100543200368, 144.97545777361785 -37.81071323487291, 144.9756523332863 -37.80954505276959, 144.9765586482479 -37.809643886383846)))",East Melbourne,2,141,25422
2016,645,"MULTIPOLYGON (((144.9756523332863 -37.80954505276959, 144.97586801272826 -37.808211249565424, 144.97637596485933 -37.80826607243059, 144.97678396335158 -37.80830932680734, 144.9765586482479 -37.809643886383846, 144.9756523332863 -37.80954505276959)))",East Melbourne,5,892,22751
2016,646,"MULTIPOLYGON (((144.9765586482479 -37.809643886383846, 144.97678396335158 -37.80830932680734, 144.97854388500363 -37.80849589204352, 144.97832150666272 -37.80983610655556, 144.9765586482479 -37.809643886383846)))",East Melbourne,54,369,33684
2016,621,"MULTIPOLYGON (((144.97832150666272 -37.80983610655556, 144.97854388500363 -37.80849589204352, 144.98115811656535 -37.80877297004896, 144.98093711813797 -37.81012426840084, 144.97832150666272 -37.80983610655556)))",East Melbourne,46,2635,96611
2016,620,"MULTIPOLYGON (((144.9835447671369 -37.81041158259176, 144.98093711813797 -37.81012426840084, 144.98115811656535 -37.80877297004896, 144.98377235212348 -37.8090499893291, 144.9835447671369 -37.81041158259176)))",East Melbourne,49,1022,61449
2016,619,"MULTIPOLYGON (((144.977861719136 -37.81257457412828, 144.97787227963363 -37.81251113411215, 144.9779020995927 -37.812331999951155, 144.9779367761459 -37.812126568987004, 144.97812602088527 -37.81100543200368, 144.97832150666272 -37.80983610655556, 144.98093711813797 -37.81012426840084, 144.9835447671369 -37.81041158259176, 144.9833497853444 -37.81158997130944, 144.98315863713023 -37.8127187277799, 144.9829702788892 -37.81383584408938, 144.98277704788438 -37.814962553222166, 144.9825865642808 -37.81608770205285, 144.97911055992364 -37.81570588846001, 144.97737222575898 -37.815514905589474, 144.977861719136 -37.81257457412828)))",East Melbourne,11,82,262891
2016,618,"MULTIPOLYGON (((144.9825865642808 -37.81608770205285, 144.98277704788438 -37.814962553222166, 144.98538207474382 -37.81525653249935, 144.9851964458714 -37.81637948182137, 144.9826415713614 -37.81609385151066, 144.9825865642808 -37.81608770205285)))",East Melbourne,19,639,90018
2016,752,"MULTIPOLYGON (((144.96861824898636 -37.823743128285436, 144.96734021215823 -37.82353632909383, 144.96771103783183 -37.82231068870686, 144.9677533012612 -37.821967174602136, 144.96804898725517 -37.82095243015771, 144.96802402732135 -37.82086303264161, 144.96797180496145 -37.82067599084818, 144.9672089583989 -37.820063485235046, 144.967272430313 -37.82001034559445, 144.96718934020623 -37.81994324150846, 144.96668258327344 -37.819390275853856, 144.96824653356234 -37.81922045406143, 144.96893594770694 -37.820722394998135, 144.97012997308397 -37.82332680842492, 144.96861824898636 -37.823743128285436)))",Southbank,15,1428,145626
2016,802,"MULTIPOLYGON (((144.9626018514347 -37.82381212204859, 144.96247525740245 -37.823732945799485, 144.9623436619421 -37.823659079090824, 144.9622074197583 -37.823590719094014, 144.9620668961672 -37.823528048746304, 144.96192246704712 -37.82347123855255, 144.96177452244356 -37.8234204394384, 144.96162345960786 -37.82337578803703, 144.96146968193602 -37.823337403967415, 144.96131360459765 -37.82330539173425, 144.96115564671118 -37.823279836086826, 144.96099623124556 -37.82326080562203, 144.9608172272971 -37.823262666444, 144.9613043300097 -37.82178006456465, 144.96139084735466 -37.820876858969974, 144.96138874483285 -37.820564881840326, 144.96214825697547 -37.820304724234404, 144.9623318816039 -37.82024182629138, 144.96308028179104 -37.82008784857754, 144.9624579194156 -37.82061373429821, 144.96239681740482 -37.820665363183494, 144.9623823007852 -37.820668676107644, 144.96232167066677 -37.82072016172147, 144.96240813548474 -37.820847295378734, 144.9624797748037 -37.820952629832824, 144.96275014297026 -37.82121565167767, 144.96261573149505 -37.82130370021303, 144.96268976090704 -37.82139291332865, 144.96298792684885 -37.82168314177209, 144.96401042247618 -37.822619532884744, 144.96387769228429 -37.82267761630224, 144.9626018514347 -37.82381212204859)))",Southbank,78,6703,426926
2016,803,"MULTIPOLYGON (((144.9608172272971 -37.823262666444, 144.95996603237037 -37.82330615757877, 144.95943742739018 -37.82350872097125, 144.95860736002683 -37.824199746433386, 144.95845116848145 -37.82432917280881, 144.95723218040493 -37.825340880641626, 144.95706558847954 -37.82538911185592, 144.9569335063396 -37.82510654955506, 144.9559968737463 -37.82310275616476, 144.95807764688166 -37.82205443973877, 144.95828316563768 -37.82195089296171, 144.96055835039277 -37.820849310849475, 144.96138874483285 -37.820564881840326, 144.96139084735466 -37.820876858969974, 144.9613043300097 -37.82178006456465, 144.9608172272971 -37.823262666444)))",Southbank,64,8105,332426
2016,1107,"MULTIPOLYGON (((144.94692673007432 -37.81893027551287, 144.94824448101284 -37.820175897868474, 144.94857139992814 -37.820538936422466, 144.95014641070907 -37.82253030493959, 144.9496147590175 -37.82260109604955, 144.9476988192699 -37.82250880341081, 144.9469845774193 -37.819767044523374, 144.94677720632717 -37.81923913424291, 144.94668347333 -37.819000512822996, 144.94692673007432 -37.81893027551287)))",Docklands,7,126,42832
2016,1106,"MULTIPOLYGON (((144.9510424146238 -37.82227046211058, 144.95211502171367 -37.82157623580421, 144.9523543409784 -37.820953231917414, 144.9522414754378 -37.82051665107545, 144.95181648645422 -37.81989067358653, 144.95216606493625 -37.81978977228167, 144.95217095604204 -37.81978835689676, 144.95222257882057 -37.81977342111928, 144.95222921438452 -37.81976787174875, 144.9522326976983 -37.81977049346602, 144.952484023763 -37.81969777788369, 144.95262155713598 -37.8199969007289, 144.9526770394036 -37.81998084321681, 144.95268174600767 -37.81999107948058, 144.95268873406962 -37.82000627942717, 144.95295869612238 -37.82008651685652, 144.95451368282045 -37.82126373115777, 144.95169392616435 -37.82208152064655, 144.9510424146238 -37.82227046211058)))",Docklands,0,0,11419
2016,1105,"MULTIPOLYGON (((144.9504149807716 -37.8179230182729, 144.9514259696681 -37.81931545909199, 144.95177359597096 -37.819827497778775, 144.95181648645422 -37.81989067358653, 144.9522414754378 -37.82051665107545, 144.9523543409784 -37.820953231917414, 144.95211502171367 -37.82157623580421, 144.9510424146238 -37.82227046211058, 144.95014641070907 -37.82253030493959, 144.94857139992814 -37.820538936422466, 144.9484895322812 -37.81847902163943, 144.9504149807716 -37.8179230182729)))",Docklands,96,13642,603362
2016,131,"MULTIPOLYGON (((144.95451368282045 -37.82126373115777, 144.95504986986 -37.82110821586742, 144.9559968737463 -37.82310275616476, 144.95354105131585 -37.82366458687985, 144.95327938496447 -37.82366124960538, 144.95219395781817 -37.82364740164818, 144.95196147287785 -37.823143300502736, 144.95316175546273 -37.82314746899721, 144.95319859026185 -37.823229475382426, 144.95324993490993 -37.823214736214595, 144.95316598600712 -37.82303205629152, 144.95318209938543 -37.82302739708472, 144.95294051992417 -37.82250153854629, 144.9530075598591 -37.82248207896046, 144.95299276696568 -37.82245001215685, 144.95292598189664 -37.82230524634312, 144.9525667413132 -37.822409523335004, 144.95257661404847 -37.822430930264105, 144.9520367932084 -37.822587621698425, 144.952011711129 -37.82258671229847, 144.95198710932402 -37.82258273103753, 144.95196358390345 -37.82257577209422, 144.95194170160732 -37.82256600573648, 144.95192199215575 -37.822553667374194, 144.95190493129044 -37.82253905456073, 144.95169392616435 -37.82208152064655, 144.95451368282045 -37.82126373115777)))",Docklands,38,5158,183082
2016,644,"MULTIPOLYGON (((144.9756523332863 -37.80954505276959, 144.9731419340992 -37.80926860687994, 144.9729716445943 -37.8092362746836, 144.97315669362987 -37.80812268421217, 144.97319449392177 -37.80792266321249, 144.97586801272826 -37.808211249565424, 144.9756523332863 -37.80954505276959)))",East Melbourne,68,3645,130816
2016,909,"MULTIPOLYGON (((144.95853177597164 -37.79171686638038, 144.95792452151557 -37.791312338050844, 144.9575601066198 -37.79104517457789, 144.95753014162952 -37.790942830790854, 144.95733417313892 -37.78965790883486, 144.95748217073788 -37.78974537202675, 144.95754129947076 -37.78978031602058, 144.95875642395265 -37.789879022061655, 144.95853177597164 -37.79171686638038)))",Parkville,3,4,14008
2016,907,"MULTIPOLYGON (((144.95701263260705 -37.78754954532477, 144.95774085938228 -37.78760690704344, 144.95748217073788 -37.78974537202675, 144.95733417313892 -37.78965790883486, 144.95701263260705 -37.78754954532477)))",Parkville,1,0,5866
2016,905,"MULTIPOLYGON (((144.95701263260705 -37.78754954532477, 144.95697828159953 -37.787215132185324, 144.9569511313523 -37.78688030142434, 144.9569311903887 -37.786545152323114, 144.9569184639012 -37.78620978140035, 144.95691295700766 -37.78587428787566, 144.9569146692503 -37.785538767265905, 144.95692360118247 -37.785203319610105, 144.95693974891702 -37.784868041264154, 144.9569631096278 -37.78453303130468, 144.95809727794114 -37.784619642801246, 144.95774085938228 -37.78760690704344, 144.95701263260705 -37.78754954532477)))",Parkville,2,67,29954
2016,908,"MULTIPOLYGON (((144.95774085938228 -37.78760690704344, 144.95774262132483 -37.78760704573748, 144.95902348881964 -37.78770546927078, 144.95880918540908 -37.789449364233356, 144.9587638600529 -37.78981818712098, 144.95875642395265 -37.789879022061655, 144.95754129947076 -37.78978031602058, 144.95748217073788 -37.78974537202675, 144.95774085938228 -37.78760690704344)))",Parkville,2,13,35776
2016,906,"MULTIPOLYGON (((144.9581073286378 -37.784620410023656, 144.95939008588348 -37.784723206364205, 144.95902348881964 -37.78770546927078, 144.95774262132483 -37.78760704573748, 144.95774085938228 -37.78760690704344, 144.95809727794114 -37.784619642801246, 144.9581073286378 -37.784620410023656)))",Parkville,35,582,52185
2016,903,"MULTIPOLYGON (((144.9569631096278 -37.78453303130468, 144.957322384193 -37.781969570337225, 144.95741420038408 -37.781554079731734, 144.95847924877796 -37.781639007123225, 144.95810486436014 -37.78462021319951, 144.9581073286378 -37.784620410023656, 144.95809727794114 -37.784619642801246, 144.9569631096278 -37.78453303130468)))",Parkville,4,40,66888
2016,901,"MULTIPOLYGON (((144.95847924877796 -37.781639007123225, 144.95741420038408 -37.781554079731734, 144.95746875105317 -37.78136256355886, 144.95753096808076 -37.781172525756176, 144.95760078933705 -37.78098415898722, 144.9576781413706 -37.78079765481678, 144.95776294621794 -37.780613203829, 144.95785511923333 -37.78043099198514, 144.95796452025112 -37.780236502784454, 144.95808115710784 -37.780044681140126, 144.95820492631802 -37.77985569646061, 144.9586935178752 -37.77989542898894, 144.95847971783556 -37.7816390440912, 144.95847924877796 -37.781639007123225)))",Parkville,0,0,17224
2016,904,"MULTIPOLYGON (((144.9581073286378 -37.784620410023656, 144.95810486436014 -37.78462021319951, 144.95847924877796 -37.781639007123225, 144.95847971783556 -37.7816390440912, 144.95975899522887 -37.78174022912186, 144.95939008588348 -37.784723206364205, 144.9581073286378 -37.784620410023656)))",Parkville,4,396,61285
2016,274,"MULTIPOLYGON (((144.95975899522887 -37.78174022912186, 144.96021933215764 -37.77804236170659, 144.96089129624204 -37.778124308597434, 144.9612310370204 -37.778214746576985, 144.96136648640683 -37.77825255156631, 144.9614986934436 -37.77829700326591, 144.9616271418128 -37.77834792693443, 144.96175132950313 -37.77840512284687, 144.96187076986982 -37.778468369016224, 144.96198499516248 -37.77853741674843, 144.9620935609161 -37.77861199612501, 144.96219604027624 -37.77869181590463, 144.9622920341882 -37.778776564600314, 144.96238116577206 -37.778865908579384, 144.96246308688455 -37.77895950118842, 144.96253747834214 -37.77905697464634, 144.96260404745345 -37.77915794721072, 144.96266253475486 -37.779262025997674, 144.96271271072993 -37.77936880241889, 144.96275438015164 -37.77947785946595, 144.96278737983798 -37.7795887707702, 144.96281157973803 -37.77970110242361, 144.962826886288 -37.77981441483918, 144.9628333158433 -37.77995842382459, 144.96283206528634 -37.780102519860826, 144.96282313713053 -37.7802464443518, 144.96280654745908 -37.780389940737116, 144.9627790359725 -37.78067651965265, 144.96277210642418 -37.78078626989174, 144.96277395364757 -37.78089614850544, 144.96278457053202 -37.78100571289126, 144.96280391582064 -37.781114523458946, 144.9628319096196 -37.78122214175042, 144.9628684400582 -37.78132813596214, 144.96291335990819 -37.781432079985564, 144.96296649107342 -37.78153355528732, 144.9630276165704 -37.781632153474206, 144.96309649291294 -37.781727480112345, 144.963172842291 -37.78181915008621, 144.96325635915696 -37.78190679582347, 144.96334670576 -37.781990064514474, 144.96344352001594 -37.78206862095218, 144.96354641202842 -37.78214215017581, 144.96365496865278 -37.78221035664896, 144.9637687546068 -37.78227296518025, 144.9638873100771 -37.78232972538808, 144.96401015992242 -37.782380407354296, 144.96358662311724 -37.785004756993025, 144.96347286463723 -37.78499295635515, 144.96344486307547 -37.785157915261294, 144.9628180923677 -37.78884990585688, 144.96275209454316 -37.7888594279048, 144.96268796008314 -37.78887502996217, 144.9626265749958 -37.78889649485466, 144.962568787694 -37.788923527257815, 144.9625153953763 -37.78895575346126, 144.9624503280558 -37.78901080819055, 144.96239163454146 -37.78907020329032, 144.96233977379322 -37.78913347719644, 144.96229514891587 -37.78920013493565, 144.9622581091812 -37.789269657172, 144.96222894316787 -37.78934150189022, 144.96219300975162 -37.789434320699165, 144.96216353829493 -37.789528561620564, 144.96214061944826 -37.789623943257865, 144.9621243201765 -37.78972017839654, 144.96211468935942 -37.789816976804595, 144.96211175766769 -37.78991404973622, 144.9621155331955 -37.790011103547904, 144.96214081447803 -37.79073856886742, 144.96214181460738 -37.79081227286254, 144.9621342805556 -37.79088573726608, 144.9621182781321 -37.790958343203805, 144.96209394004157 -37.791029475660835, 144.9620614746683 -37.79109853444793, 144.96202115470183 -37.791164934906, 144.96197332143046 -37.79122811699258, 144.96191837904178 -37.79128754608462, 144.96185679102015 -37.79134272012604, 144.96178907893758 -37.79139317231062, 144.96171581433507 -37.791438477250395, 144.96151732245005 -37.79156650930914, 144.9615007293116 -37.79157658205008, 144.96145581662498 -37.79159838728515, 144.96140732542588 -37.791614664010105, 144.96135632737827 -37.791625053177526, 144.96130395190136 -37.791629325609996, 144.96125135769302 -37.791627385112086, 144.96119970753404 -37.79161927614499, 144.96115014462384 -37.7916051771085, 144.96110376533778 -37.79158539986922, 144.9610220136756 -37.791686101577724, 144.96091090645467 -37.791635628730305, 144.96080333647964 -37.79158054081094, 144.96069960949643 -37.7915209936204, 144.9605466379815 -37.79142678046127, 144.96039927148428 -37.79132709939847, 144.96025781993418 -37.791222160388244, 144.96012258044726 -37.7911121848808, 144.9599938385104 -37.79099740403826, 144.95987186455193 -37.79087805957612, 144.9597569139908 -37.790754401961614, 144.95964923064213 -37.7906266904724, 144.95954903983275 -37.79049519578071, 144.95945655197994 -37.790360193706775, 144.9593719625175 -37.790221967921, 144.95909649233502 -37.78984379396294, 144.9587638600529 -37.78981818712098, 144.95880918540908 -37.789449364233356, 144.95902348881964 -37.78770546927078, 144.95939008588348 -37.784723206364205, 144.95975899522887 -37.78174022912186)))",Carlton,14,237,417860
2016,902,"MULTIPOLYGON (((144.95975899522887 -37.78174022912186, 144.95847971783556 -37.7816390440912, 144.9586935178752 -37.77989542898894, 144.95820492631802 -37.77985569646061, 144.9583228737934 -37.77968741896483, 144.95844647572926 -37.7795217175941, 144.9585756447514 -37.77935871337658, 144.9587102856684 -37.779198522698714, 144.95885030326698 -37.77904126284742, 144.9589955945167 -37.77888704646802, 144.95938168386007 -37.77850855101857, 144.95990469943422 -37.77800399063511, 144.96021933215764 -37.77804236170659, 144.95975899522887 -37.78174022912186)))",Parkville,3,0,37020
